Attempts,IP_Change,Request_Frequency,User_Agent_Diversity,Key_Length,Error_Code_Frequency,Attack
12,0,13.26,5,256,5,1
8,1,1.46,5,128,3,1
8,1,2.74,5,1024,1,0
9,0,3.69,1,1024,2,0
9,1,10.35,6,256,0,1
9,0,2.68,5,128,3,0
14,0,1.0,4,512,2,0
5,0,2.35,3,256,4,0
8,0,11.9,4,512,4,0
10,0,10.04,6,1024,4,0
7,0,10.2,4,256,2,0
17,0,8.71,6,128,2,1
5,0,0.92,3,1024,2,0
10,1,4.97,6,1024,1,1
10,1,5.48,8,128,1,1
15,0,5.06,8,256,3,0
11,0,0.81,7,1024,0,0
5,0,3.06,1,128,1,0
7,1,2.78,7,1024,5,0
12,0,1.72,3,1024,3,0
12,1,5.24,9,128,4,1
10,0,1.25,3,128,3,0
11,0,14.26,4,128,1,1
11,0,1.27,8,256,4,0
14,0,9.21,5,1024,5,0
12,1,14.96,3,128,1,1
9,0,1.65,2,1024,3,0
11,1,9.15,5,512,2,1
4,0,6.77,3,128,5,1
5,0,3.27,7,128,2,0
8,1,2.65,4,512,4,0
12,0,5.82,3,256,3,0
6,0,6.57,8,256,3,0
8,0,6.78,4,512,1,0
11,0,9.03,5,512,1,0
7,0,6.12,7,256,1,0
13,0,8.07,2,128,2,1
8,1,4.05,9,256,4,1
9,1,3.76,9,128,3,1
9,0,2.86,9,256,0,0
5,0,1.03,2,256,2,0
16,0,2.18,2,512,3,0
6,1,9.81,6,128,5,1
9,0,6.35,2,256,1,0
12,1,26.44,3,1024,2,1
9,0,5.03,7,128,3,0
14,0,0.96,7,256,2,0
14,0,8.95,4,512,0,0
10,0,4.16,3,512,1,0
14,0,1.3,6,256,2,0
13,0,6.44,3,256,1,0
12,0,2.11,5,256,0,0
18,0,4.94,7,512,0,0
10,0,24.01,8,512,1,0
8,0,1.3,6,128,1,0
9,0,4.49,6,512,3,0
5,0,1.1,5,128,1,0
15,0,5.2,7,256,3,0
9,1,3.22,1,256,2,0
12,0,1.78,4,256,1,0
8,0,1.26,2,1024,6,0
11,1,8.12,5,256,2,1
7,0,0.53,1,512,2,0
15,0,3.77,2,128,3,1
14,1,1.49,9,256,0,0
6,0,1.45,4,512,2,0
12,1,1.09,4,256,0,0
14,1,8.7,9,1024,1,1
11,0,0.75,8,1024,2,0
12,1,0.02,1,1024,1,0
8,0,5.03,4,512,6,0
10,1,2.06,6,512,4,1
12,0,1.12,3,512,3,0
16,1,0.16,4,256,1,0
15,1,4.67,7,1024,3,1
6,0,4.15,4,1024,0,0
12,0,9.67,8,128,0,1
8,1,2.03,4,1024,2,0
9,0,8.49,1,512,5,0
12,0,0.8,5,128,2,0
12,0,12.94,1,1024,3,0
6,0,20.79,7,512,1,0
9,0,9.57,6,256,5,0
9,1,2.74,9,1024,1,0
9,0,2.59,6,1024,1,0
9,1,8.72,4,128,0,1
6,1,5.84,1,128,2,1
5,1,2.28,2,1024,2,0
12,0,4.4,9,1024,1,0
7,1,1.09,7,512,0,1
6,0,6.63,6,1024,4,0
16,0,1.34,9,128,4,0
8,0,7.12,7,1024,3,0
9,1,3.11,3,256,2,0
10,1,12.45,1,1024,3,1
7,0,0.16,6,1024,1,0
10,1,1.46,3,1024,2,1
4,0,1.91,8,256,2,0
11,0,5.31,7,128,4,0
8,1,0.36,3,512,2,0
5,1,3.26,5,1024,3,0
14,0,2.11,2,1024,3,0
7,1,12.24,7,512,0,1
11,0,7.54,9,1024,1,0
15,0,10.35,4,256,2,0
8,0,1.14,2,256,2,0
9,1,13.23,1,256,4,1
17,0,7.06,3,256,5,1
13,1,30.44,2,1024,3,1
11,0,4.14,5,512,2,0
8,0,4.26,1,1024,2,0
11,0,15.97,4,128,3,1
6,0,0.53,1,256,2,0
12,1,18.54,4,256,3,1
9,0,0.4,4,256,0,0
6,0,15.11,9,256,3,0
7,0,5.06,8,1024,2,0
12,0,3.9,7,256,2,0
9,0,2.22,3,128,1,0
13,0,1.42,1,1024,1,0
6,0,0.91,7,128,2,0
8,1,0.92,6,128,2,1
9,0,0.88,1,512,4,0
8,0,3.05,8,1024,0,0
13,0,6.18,6,256,3,0
8,0,3.69,8,512,3,0
10,0,21.23,8,1024,1,0
6,0,9.7,1,256,0,0
8,1,1.45,9,512,0,0
10,0,8.25,1,128,1,1
12,0,3.69,4,1024,0,0
8,0,4.13,4,512,1,0
12,0,5.92,4,256,0,0
8,1,1.01,2,256,1,1
11,0,13.33,8,1024,4,0
12,0,12.41,6,128,1,1
10,0,1.16,4,512,1,0
7,0,7.85,2,256,1,0
9,1,1.89,3,1024,0,0
6,0,1.0,7,256,2,0
9,0,2.2,5,512,2,0
8,0,2.15,8,512,2,0
6,0,4.25,8,512,3,0
12,1,3.64,7,256,1,0
17,0,2.22,7,256,2,0
11,1,10.03,2,128,1,1
11,0,7.45,6,256,3,0
21,1,8.09,2,256,4,1
11,1,6.23,5,256,4,1
9,1,3.28,3,128,0,1
14,0,2.8,7,512,0,0
15,0,2.29,6,256,6,0
9,0,1.44,9,512,2,0
11,1,1.73,5,256,3,0
6,0,0.14,8,128,1,0
13,0,2.76,5,1024,2,0
9,0,2.02,6,128,1,0
12,0,7.74,4,512,0,0
7,1,13.54,3,256,4,1
11,0,6.29,9,128,2,0
10,0,2.73,1,512,4,0
8,0,4.56,9,1024,0,0
10,0,3.98,3,128,2,0
7,0,8.7,9,256,0,0
17,0,3.29,8,1024,1,0
5,0,2.87,5,256,1,0
12,0,10.04,4,128,1,1
8,0,3.61,1,1024,2,0
7,0,4.52,5,128,0,0
5,1,0.18,6,512,3,1
15,0,11.36,5,1024,1,0
14,1,0.57,7,512,0,0
11,0,0.5,4,128,3,0
10,0,1.35,5,128,3,0
10,1,2.17,1,128,2,1
18,0,0.65,2,1024,0,0
10,0,5.89,1,512,3,0
15,0,0.29,1,1024,1,0
11,0,20.4,6,256,1,0
12,1,3.5,7,256,2,0
9,1,0.4,8,256,2,1
13,0,0.13,1,128,5,0
8,1,0.13,4,256,2,0
7,1,3.44,8,512,4,0
10,1,22.88,4,512,0,1
7,0,4.84,3,256,2,0
12,1,2.27,7,256,3,1
7,0,6.24,1,1024,2,0
15,0,11.67,3,512,6,0
15,0,7.71,6,512,1,0
14,1,4.05,6,256,0,1
11,0,4.75,5,512,3,0
13,1,6.48,7,128,0,1
11,0,2.65,8,512,0,0
10,0,0.68,2,1024,1,0
8,0,11.27,6,128,2,0
9,1,1.06,3,128,4,1
13,0,0.87,5,256,0,0
5,1,4.08,4,512,0,0
6,0,31.17,3,128,1,1
9,0,3.81,4,256,1,0
7,0,0.28,8,256,2,0
14,0,3.83,3,128,4,0
7,0,2.31,6,256,2,0
11,0,21.19,4,256,0,0
11,1,2.98,4,1024,5,1
14,1,4.86,3,1024,3,0
15,0,12.74,6,1024,4,0
11,1,6.92,1,1024,3,1
14,0,7.42,4,128,0,1
17,1,7.04,6,512,2,1
12,1,4.15,3,128,2,1
6,1,7.31,9,1024,6,1
7,0,0.19,4,1024,0,0
8,0,6.22,9,512,2,0
10,0,2.63,3,256,1,0
6,1,1.88,2,256,3,0
9,0,1.17,4,1024,0,0
13,0,2.0,3,128,4,0
7,0,12.0,1,128,1,1
11,0,3.84,5,128,1,0
7,1,6.12,2,1024,1,1
9,0,0.46,2,1024,4,0
12,0,0.86,7,128,3,0
8,1,12.58,8,256,2,1
7,0,7.42,5,1024,4,0
18,0,2.29,4,512,0,0
10,0,0.12,8,256,0,0
16,0,3.43,7,256,1,0
6,0,3.21,9,256,1,0
8,0,7.47,5,128,0,1
11,0,4.71,1,1024,1,0
13,1,10.41,6,1024,4,1
6,0,3.23,3,512,8,0
7,0,0.21,9,1024,0,0
10,0,4.21,6,128,4,0
9,0,0.68,5,256,4,0
5,0,7.23,2,256,1,0
12,0,6.42,8,1024,2,0
9,0,5.72,3,128,6,0
6,1,5.86,4,128,3,1
10,1,2.4,8,128,2,1
13,0,5.49,2,256,0,0
13,0,2.06,7,256,2,0
15,0,15.54,9,128,0,0
8,0,2.11,3,512,0,0
15,1,3.87,1,512,3,0
12,0,0.47,8,256,0,0
11,1,3.09,5,128,1,1
10,1,0.49,6,1024,4,1
16,1,0.36,4,1024,1,1
10,0,2.83,6,256,2,0
13,1,8.32,4,1024,2,1
7,0,0.04,7,256,2,0
10,0,3.66,6,512,0,0
10,0,5.37,5,1024,2,0
12,0,0.74,6,256,3,0
6,0,4.1,8,128,2,0
10,0,3.04,3,256,0,0
10,0,3.32,3,512,1,0
11,1,3.94,6,256,2,0
8,0,2.58,6,1024,3,0
11,0,6.4,8,128,0,0
7,0,3.63,3,128,1,0
13,0,2.09,5,128,4,0
9,0,1.45,8,1024,1,0
9,0,4.51,2,512,1,0
12,0,5.6,3,256,3,0
8,0,5.27,6,1024,3,0
11,0,0.6,1,128,2,0
6,0,6.65,5,128,3,1
10,1,0.36,8,1024,2,1
7,0,8.37,5,256,0,0
12,0,2.05,3,512,3,0
12,1,4.76,1,256,3,1
14,0,13.64,7,512,4,0
13,0,4.03,1,512,3,0
12,0,1.57,6,512,4,0
11,0,1.47,3,128,3,0
9,0,5.64,1,1024,1,0
12,0,4.04,9,1024,1,0
7,0,9.49,1,256,1,0
9,0,3.78,4,512,0,0
10,0,2.85,4,512,4,0
10,0,3.18,6,1024,3,0
10,1,9.06,8,128,1,1
14,1,8.05,9,1024,0,1
11,0,11.01,1,1024,3,0
6,1,10.22,4,256,1,1
6,0,0.24,3,1024,3,0
13,0,1.52,8,256,2,0
8,1,13.19,2,256,2,1
7,1,18.56,6,512,2,1
9,0,4.92,8,1024,3,0
9,0,3.1,7,512,2,0
8,0,9.96,2,512,4,0
11,0,5.79,4,256,2,0
11,0,4.5,9,512,1,0
7,0,2.84,6,128,3,0
11,0,0.48,6,512,2,0
10,0,2.08,6,256,2,0
10,1,0.26,9,512,1,0
13,1,2.92,2,128,0,1
8,0,1.43,2,512,1,0
6,0,12.67,2,256,5,1
13,0,4.25,5,1024,1,0
8,0,3.09,1,256,2,0
10,1,0.54,1,512,4,1
7,0,2.59,2,512,4,0
10,0,25.66,7,256,9,0
12,0,17.89,1,512,1,0
14,0,1.89,7,512,2,0
5,0,4.43,3,512,0,0
7,0,2.58,5,256,3,0
18,1,3.31,5,512,0,0
7,0,1.14,2,256,1,0
11,0,3.95,8,512,2,0
10,0,5.49,6,128,1,0
12,1,3.45,7,1024,0,0
8,0,7.17,6,512,1,0
8,1,9.66,8,256,1,1
8,1,2.01,6,256,3,1
11,0,0.68,3,128,1,0
10,0,9.61,4,512,2,0
9,1,4.16,7,256,0,0
8,0,0.42,5,256,2,0
13,0,4.43,5,256,3,0
8,0,6.65,4,256,2,0
9,0,1.9,7,512,3,0
13,0,6.35,9,256,4,0
10,1,9.44,7,512,2,1
4,0,2.46,5,1024,3,0
16,0,0.2,9,512,4,0
8,0,0.05,8,128,1,0
14,0,34.58,5,1024,3,0
11,0,2.03,5,1024,0,0
9,0,0.46,3,256,3,0
6,1,0.18,5,1024,3,1
12,1,6.94,7,512,1,1
9,0,9.55,4,256,2,0
18,0,5.39,5,256,2,0
11,0,1.24,5,512,0,0
7,0,0.59,8,1024,3,0
7,0,11.08,6,256,2,0
5,0,0.68,9,256,0,0
12,1,11.02,9,128,1,1
8,0,3.58,6,256,2,0
11,0,0.07,9,256,1,0
13,0,0.16,5,256,4,0
7,0,0.76,8,1024,1,0
11,0,1.12,5,128,2,0
6,0,10.44,2,512,1,0
10,0,3.08,8,512,3,0
8,0,5.45,2,256,0,0
18,0,2.13,7,256,0,0
11,0,1.11,8,1024,5,0
12,0,6.43,8,128,4,0
11,1,1.5,6,512,3,1
12,0,22.82,5,512,2,0
9,1,6.46,4,128,4,1
14,1,1.69,4,256,1,0
12,0,0.66,2,1024,1,0
9,1,4.48,8,512,2,0
15,0,19.38,5,512,1,0
11,1,1.15,9,128,3,1
8,0,0.9,1,1024,3,0
7,1,5.37,9,256,2,0
6,1,3.01,8,128,3,1
11,0,3.18,9,512,1,0
9,0,1.64,1,128,4,0
7,1,0.14,3,128,2,1
7,0,4.47,5,512,2,0
7,0,1.07,5,256,4,0
15,0,0.28,9,128,4,0
13,0,0.46,6,256,0,0
7,0,2.75,5,128,1,0
4,1,13.9,9,1024,2,1
11,0,0.54,9,128,2,0
7,0,12.9,5,128,2,0
7,1,0.49,3,256,3,0
14,0,8.68,9,512,1,0
11,1,0.66,8,128,1,0
7,0,2.9,6,1024,1,0
11,0,1.72,1,1024,1,0
14,1,6.29,2,128,3,1
7,1,14.53,8,1024,2,1
13,1,2.85,6,256,2,0
11,0,4.6,2,1024,1,0
12,1,20.51,4,256,2,1
10,0,1.29,8,512,1,0
9,0,0.28,3,256,1,0
10,0,0.87,4,512,3,0
6,0,3.09,2,256,2,0
10,0,5.06,1,512,2,0
5,1,3.59,7,1024,2,0
9,1,9.42,1,256,2,1
5,1,0.25,9,512,1,0
12,1,18.44,1,256,3,1
12,0,1.55,1,1024,3,0
19,1,4.16,1,1024,0,0
9,1,1.6,1,512,3,0
11,1,5.76,4,256,1,0
9,1,1.1,6,512,1,0
12,0,12.73,3,1024,1,0
4,0,2.75,6,128,2,0
11,0,17.53,1,128,1,1
7,0,10.1,7,128,4,1
9,1,4.93,5,512,3,0
5,0,10.93,7,1024,2,0
10,0,1.94,4,512,3,0
4,1,0.39,1,1024,4,1
11,0,4.17,1,256,3,0
7,0,1.51,7,1024,3,0
6,0,8.04,6,128,2,1
13,0,3.21,4,512,3,0
9,0,1.75,9,128,5,0
12,0,6.53,8,512,2,0
7,0,2.58,9,512,3,0
6,1,3.48,4,128,5,1
16,0,6.79,5,1024,1,0
4,0,17.74,7,128,1,1
16,0,1.18,6,128,1,0
15,0,14.35,4,128,2,0
8,0,1.68,8,512,4,0
10,0,0.99,5,512,2,0
11,0,14.29,1,256,3,1
6,0,4.23,8,256,2,0
7,0,1.04,7,128,1,0
7,0,3.06,6,512,2,0
7,0,7.07,6,128,2,1
8,1,5.47,3,128,2,1
7,0,7.05,3,256,2,0
9,0,5.2,9,128,6,0
6,0,7.93,5,1024,1,0
12,1,2.76,5,512,3,0
12,0,1.61,2,512,3,0
16,0,0.63,5,128,6,0
10,0,0.38,7,128,1,0
5,0,2.2,6,128,3,0
11,0,3.39,6,256,4,0
12,0,2.48,1,256,1,0
12,1,0.95,6,256,7,1
10,0,0.64,7,128,3,0
6,0,3.99,9,256,2,0
13,0,4.15,8,256,3,0
7,1,12.99,2,1024,4,1
14,0,6.07,7,256,3,0
7,0,2.71,4,256,1,0
9,0,1.53,8,1024,4,0
8,1,6.87,7,128,1,1
9,0,5.59,4,1024,6,0
11,0,0.22,3,128,4,0
9,0,0.08,3,512,6,0
15,1,5.91,9,1024,3,1
5,0,7.5,5,512,1,0
10,0,0.81,8,1024,2,0
13,1,6.9,9,512,0,1
7,0,2.66,5,1024,1,0
12,0,2.9,3,1024,4,0
6,0,4.69,2,128,3,0
7,1,16.34,4,256,1,1
7,0,1.88,7,512,1,0
11,0,11.36,6,256,1,0
10,1,10.35,2,128,1,1
9,0,1.69,1,1024,1,0
13,0,6.2,8,1024,1,0
6,1,4.81,9,256,2,0
11,0,3.85,8,1024,1,0
10,0,1.95,5,128,2,0
11,0,2.63,2,512,3,0
14,1,1.23,5,128,1,1
12,1,1.02,5,512,0,0
9,1,3.2,8,512,1,0
12,0,13.54,1,512,0,0
13,0,7.02,3,512,1,0
6,0,0.2,9,1024,3,0
12,0,6.12,3,128,1,1
9,0,2.33,6,128,4,0
14,0,0.88,1,1024,1,0
16,1,1.05,2,128,3,1
10,0,1.67,2,1024,1,0
8,1,2.8,9,256,3,1
10,0,3.2,8,256,2,0
8,0,0.71,2,512,6,0
9,0,5.18,8,1024,2,0
7,1,20.24,7,128,2,1
10,0,1.64,7,1024,6,0
6,1,1.94,1,1024,1,0
11,0,2.53,2,1024,4,0
14,1,0.01,2,128,5,1
8,0,0.6,3,1024,2,0
7,1,2.57,2,256,1,0
7,1,4.13,3,1024,2,1
9,0,2.13,4,256,0,0
15,0,6.18,2,1024,2,0
7,0,1.01,6,256,0,0
11,0,0.77,3,128,2,0
5,0,1.84,5,256,0,0
11,0,10.92,4,1024,2,0
7,1,3.36,6,256,2,0
8,0,0.33,7,128,0,0
12,0,0.91,1,512,4,0
8,0,2.66,7,1024,3,0
11,0,2.04,7,256,0,0
6,1,2.77,2,1024,1,0
13,0,5.29,7,512,0,0
6,1,4.37,6,256,0,0
12,0,2.99,7,1024,1,0
6,0,3.77,1,128,0,0
14,0,3.37,9,128,0,0
16,0,0.31,6,128,2,0
10,0,0.77,9,128,4,1
12,0,3.28,9,128,4,0
8,0,2.2,6,256,3,0
16,0,0.84,4,128,3,0
11,0,2.97,7,1024,0,0
9,0,0.57,3,512,1,0
10,0,9.05,9,128,2,1
7,0,0.5,9,128,2,0
14,1,6.89,4,1024,1,1
11,0,3.84,7,512,1,0
11,1,11.81,4,256,3,1
6,0,10.55,7,512,0,0
11,1,0.66,1,1024,4,1
15,0,3.93,9,128,3,0
7,0,2.41,1,256,2,0
6,0,1.77,9,512,5,0
14,0,1.67,2,512,1,0
10,0,6.81,2,128,2,0
11,0,1.73,8,128,0,0
9,1,1.3,8,256,0,0
12,1,3.7,7,1024,2,0
7,1,4.38,7,512,2,0
11,0,10.42,3,256,1,0
16,0,13.63,7,1024,2,0
9,0,5.89,4,256,0,0
9,1,2.34,3,1024,2,0
10,1,2.27,8,1024,0,0
9,1,7.16,4,128,5,1
14,0,5.22,7,512,6,0
7,1,13.37,1,1024,1,1
8,0,8.94,9,512,5,0
11,0,2.63,9,1024,1,0
10,0,8.53,8,256,0,0
15,0,4.6,2,128,2,0
9,1,7.38,8,1024,3,1
13,0,11.25,1,1024,3,0
10,0,7.03,5,1024,1,0
17,0,15.96,9,512,3,0
9,0,2.91,8,1024,3,0
8,0,1.33,4,512,3,0
9,0,8.92,8,1024,0,0
1,0,0.63,1,512,3,0
8,1,0.18,8,1024,3,1
9,0,0.83,5,1024,1,0
12,1,6.54,8,1024,4,1
16,0,0.41,1,1024,2,0
6,1,3.61,2,512,1,0
3,0,23.27,8,1024,1,0
10,0,1.65,1,1024,1,0
9,0,1.7,6,128,0,0
9,0,5.09,7,256,2,0
14,0,2.34,6,1024,2,0
9,1,8.59,7,1024,0,1
9,1,4.95,5,128,1,1
11,0,1.62,3,1024,4,0
7,0,2.11,4,128,4,0
14,0,5.01,7,256,1,0
8,0,16.44,8,1024,2,0
9,0,3.7,5,512,1,0
14,1,2.52,8,1024,0,0
14,0,4.16,3,256,3,0
9,1,5.14,4,256,2,0
5,0,0.04,1,128,4,0
8,1,5.96,2,512,3,0
11,0,22.78,9,1024,2,0
15,0,2.95,1,256,2,0
11,0,0.22,8,256,0,0
1,1,0.12,2,256,2,0
9,0,3.87,6,128,1,0
9,0,4.0,2,512,2,0
6,0,20.64,6,256,0,1
8,0,1.2,8,1024,0,0
18,0,1.2,4,1024,2,0
6,0,4.38,5,1024,0,0
5,0,3.95,1,512,0,0
11,0,1.09,2,128,0,0
9,1,1.73,4,512,1,1
6,0,5.72,1,1024,0,0
9,0,1.81,5,512,2,0
15,0,2.41,4,256,3,0
9,1,8.12,7,512,3,1
6,1,2.98,3,128,3,1
10,0,1.73,2,512,4,0
13,0,0.49,8,1024,1,0
6,0,1.58,7,256,2,0
10,0,8.28,3,1024,4,0
13,1,1.05,4,256,3,0
11,0,18.39,4,128,2,0
12,1,2.09,9,256,1,0
15,0,5.42,7,1024,3,0
14,0,10.43,8,1024,3,0
10,0,14.0,7,256,4,0
4,1,1.21,7,1024,2,1
8,0,7.47,2,1024,2,0
13,0,25.95,5,128,3,0
13,0,4.22,3,256,1,0
12,0,4.61,6,128,1,0
10,0,10.12,2,512,1,0
7,1,3.89,7,512,1,0
5,1,0.23,6,512,3,1
12,0,3.66,3,256,0,0
11,0,0.64,1,1024,0,0
8,0,3.86,2,128,0,0
10,1,1.47,5,128,1,1
16,0,8.65,8,128,2,1
8,1,1.87,6,1024,2,0
18,0,2.44,3,1024,1,0
3,0,1.19,6,256,2,0
13,0,3.23,7,512,1,0
12,0,0.52,7,128,5,0
6,1,2.81,3,512,1,0
13,0,14.24,6,256,3,0
12,0,2.13,4,1024,2,0
4,0,2.96,2,128,1,0
9,1,4.37,8,512,3,1
9,0,1.38,4,128,2,0
16,1,0.34,3,512,4,0
9,1,2.28,3,128,3,1
8,0,9.22,4,1024,4,0
10,0,6.17,1,128,2,1
15,1,14.59,5,128,2,1
8,0,0.56,2,256,0,0
9,0,1.97,5,256,2,0
6,1,13.45,3,128,0,1
7,0,1.4,7,256,5,0
4,0,3.04,1,512,1,0
12,0,1.8,8,1024,4,0
17,1,7.34,6,512,4,1
10,1,2.75,6,128,1,1
6,0,4.53,8,256,3,0
5,0,2.26,7,128,0,0
10,1,26.13,9,128,1,1
14,0,14.02,4,256,1,0
16,1,5.68,5,1024,0,0
9,0,2.75,2,128,2,0
4,0,4.6,1,512,3,0
13,0,2.22,3,512,3,0
11,0,8.18,6,1024,1,0
7,1,0.9,3,128,4,1
14,0,1.85,2,512,2,0
9,0,4.57,6,512,1,0
13,0,2.57,2,512,2,0
14,0,4.08,8,1024,1,0
10,0,8.18,5,256,2,0
15,0,5.07,3,1024,3,0
10,1,2.72,5,512,1,0
9,0,0.83,6,256,3,0
11,0,7.02,3,256,2,0
11,0,3.38,1,128,2,0
13,0,2.39,1,256,1,0
13,1,4.29,4,512,1,0
11,1,5.22,7,256,2,0
15,0,1.1,1,256,3,0
9,0,7.56,4,512,0,0
12,1,1.67,4,1024,1,1
6,0,21.61,8,256,0,0
4,1,1.1,9,1024,4,1
13,1,1.09,2,128,2,1
10,0,0.75,6,512,2,0
7,1,14.68,9,512,4,1
15,0,2.78,8,128,3,0
10,0,0.23,1,1024,5,0
7,1,4.11,8,256,2,1
15,1,5.43,7,512,0,0
11,0,2.66,1,1024,2,0
4,1,8.54,8,256,0,1
15,0,3.96,6,512,1,0
9,0,0.86,6,512,2,0
14,1,8.96,3,128,2,1
13,1,1.65,8,1024,2,0
11,0,2.75,9,128,2,0
9,0,11.96,4,128,2,1
8,0,2.72,4,1024,1,0
6,0,17.23,5,256,2,0
17,1,1.75,6,512,3,1
6,1,4.54,5,1024,1,0
18,0,0.62,5,1024,2,0
7,1,19.04,6,128,2,1
9,0,0.85,3,512,0,0
8,0,6.28,7,128,1,0
7,1,5.12,4,1024,3,0
9,0,0.58,8,512,3,0
8,0,4.75,3,128,4,0
15,0,0.34,6,512,2,0
6,0,9.48,8,128,5,1
20,0,1.19,4,1024,1,0
12,0,22.06,5,128,2,0
8,0,3.1,3,256,3,0
11,1,0.86,6,512,0,0
11,0,3.77,4,256,2,0
8,0,22.08,9,128,0,1
6,0,6.38,9,512,2,0
12,0,0.3,9,128,1,0
17,1,12.78,6,1024,1,1
9,0,2.35,6,512,2,0
9,1,0.07,2,512,3,0
14,1,18.34,6,256,2,1
10,0,0.34,8,128,3,0
11,1,4.72,8,1024,3,1
21,0,0.86,9,128,1,0
13,0,16.6,3,512,2,0
12,0,0.31,2,128,1,0
11,0,2.69,2,1024,2,0
10,0,0.34,8,1024,4,0
9,1,6.11,2,1024,2,1
4,0,0.19,6,512,1,0
11,1,4.07,5,512,2,0
13,0,4.97,1,512,0,0
11,0,3.17,7,256,3,0
13,1,0.51,4,256,3,1
10,0,0.59,2,1024,3,0
7,0,1.73,2,128,2,0
2,1,4.3,5,256,3,1
14,0,2.24,6,1024,2,0
11,0,1.42,7,128,2,0
12,0,0.04,9,128,2,0
11,1,8.49,5,512,1,1
6,0,10.23,9,256,1,0
5,0,11.51,2,256,1,0
9,0,4.83,7,1024,0,0
15,0,13.86,9,128,2,1
11,1,1.52,4,512,3,1
13,1,3.91,6,1024,1,0
10,0,1.76,5,1024,5,0
10,0,3.67,4,512,1,0
14,0,5.18,2,512,1,0
15,0,2.52,3,512,2,0
14,0,9.44,7,512,4,0
11,0,17.08,2,1024,0,0
17,1,9.98,3,1024,0,1
10,1,9.6,2,256,2,1
7,0,11.49,2,256,0,0
10,0,10.12,6,1024,4,0
13,0,0.83,9,512,3,0
8,0,0.34,6,512,2,0
3,0,9.9,4,1024,2,0
13,1,2.3,6,512,2,0
9,1,7.42,9,256,1,1
10,0,12.72,1,256,3,0
11,0,21.09,6,128,2,1
12,1,0.16,1,128,3,1
8,0,0.57,6,1024,2,0
9,1,4.96,9,1024,2,0
9,1,1.19,1,128,7,1
8,0,3.26,1,1024,1,0
9,0,1.79,7,512,1,0
6,1,6.39,9,1024,2,1
4,1,10.76,5,128,4,1
7,1,14.19,9,256,5,1
7,0,2.95,8,512,1,0
13,0,3.69,7,256,1,0
9,0,0.68,7,512,0,0
5,0,2.08,8,1024,2,0
10,0,3.37,3,512,2,0
15,1,10.87,1,512,0,1
2,0,2.1,3,256,5,0
6,0,2.07,4,256,2,0
8,0,6.46,6,1024,3,0
9,0,0.62,5,256,2,0
10,0,1.4,5,1024,1,0
17,1,2.72,9,512,3,1
11,0,10.71,7,1024,3,0
7,0,21.34,2,512,4,0
11,0,15.41,6,256,2,0
12,1,1.85,3,128,1,1
6,0,22.32,8,1024,2,0
17,1,6.74,8,256,1,1
12,0,1.47,7,256,3,0
6,1,2.51,8,256,4,0
9,0,4.83,5,256,4,0
9,1,1.16,4,256,2,0
11,1,1.81,8,128,0,0
8,0,5.17,5,512,3,0
8,1,5.2,8,128,1,1
5,1,25.89,1,128,1,1
10,0,3.5,9,128,0,0
8,0,2.01,6,1024,1,0
6,0,1.8,5,512,2,0
10,0,6.2,3,256,1,0
8,0,17.63,7,1024,2,0
6,0,3.54,6,1024,1,0
12,0,6.15,3,512,4,0
11,0,1.97,4,256,4,0
5,1,3.51,2,1024,1,0
7,0,4.23,4,128,1,0
11,1,7.85,4,1024,1,1
9,1,1.11,8,512,3,0
7,0,1.67,9,1024,4,0
9,1,14.09,9,1024,2,1
10,0,7.21,3,1024,1,0
10,0,8.94,6,256,0,0
8,0,0.79,7,128,0,0
7,0,0.29,3,128,2,0
8,1,7.57,6,256,1,1
7,0,2.61,6,128,1,0
9,0,0.74,4,128,2,0
9,0,19.04,8,512,2,0
10,0,0.8,2,1024,3,0
4,1,2.21,2,256,6,1
9,0,0.3,6,1024,3,0
8,0,3.53,6,1024,5,0
16,0,0.68,8,128,1,0
12,0,7.63,6,256,1,0
5,1,3.9,5,1024,1,0
10,0,0.26,9,256,4,0
10,0,1.65,6,128,2,0
9,0,0.27,7,512,4,0
11,0,22.28,5,512,5,0
13,0,10.46,8,1024,2,0
11,0,10.45,1,128,5,0
16,1,3.23,9,1024,3,1
14,0,22.42,3,128,1,0
6,0,4.73,7,512,1,0
11,0,1.78,6,1024,1,0
10,0,24.59,1,1024,3,0
16,0,2.89,3,256,0,0
11,0,9.42,3,128,3,1
7,0,14.17,5,128,2,1
4,0,19.88,8,512,4,0
7,0,8.56,1,128,1,0
13,0,6.81,6,128,1,0
14,0,5.05,8,1024,3,0
17,1,0.17,9,256,4,1
8,1,16.67,2,256,4,1
4,0,5.8,4,256,3,0
14,0,2.69,3,128,0,0
9,0,1.1,6,512,3,0
8,1,1.44,6,256,0,0
9,0,0.34,3,1024,0,0
11,1,5.26,8,1024,5,1
8,0,0.31,9,512,1,0
11,0,3.22,4,1024,2,0
12,0,11.34,9,1024,2,0
13,0,0.21,7,128,1,0
10,1,2.1,2,512,3,0
15,0,2.72,3,1024,3,0
7,0,1.23,9,1024,2,0
9,1,3.08,4,128,1,1
10,0,4.76,2,256,1,0
12,0,0.84,9,128,6,0
5,0,0.58,2,1024,1,0
9,0,1.89,2,128,4,0
9,0,1.08,3,128,1,0
6,0,1.32,9,1024,4,0
10,0,8.76,4,128,2,1
9,0,1.61,6,512,3,0
